설치장소명,와이파이SSID,관리기관전화번호,위도,경도
단관근린공원,Public WiFi Free,033-737-2571,37.31814157,127.9592088
무삼근린공원,Public WiFi Free,033-737-2571,37.33345972,127.9318722
시청근린공원,Public WiFi Free,033-737-2571,37.34093279,127.9188557
박경리근린공원,Public WiFi Free,033-737-2571,37.32221548,127.9594817
울릉군청소년센터,public wifi free,054-790-6301,37.49058996,130.9050462
울릉보건의료원,public wifi free,054-790-6301,37.48590672,130.8995178
저동수협어판장,public wifi free,054-790-6301,37.51288755,130.9158738
천부버스터미널,public wifi free,054-790-6301,37.54221983,130.8746628
저동여객선터미널,public wifi free,054-790-6301,37.49562873,130.9096621
저동버스터미널,public wifi free,054-790-6301,37.49234688,130.9097834
만수산자연휴양림,KOREA FREE WiFi,1899-9481,36.338352,126.708066
만수산자연휴양림,KOREA FREE WiFi,1899-9481,36.338363,126.707483
만수산자연휴양림,KOREA FREE WiFi,1899-9481,36.338243,126.708044
이색창조거리,KOREA FREE WiFi,1899-9481,36.280741,126.911436
이색창조거리,KOREA FREE WiFi,1899-9481,36.280769,126.911104
백마강오토캠핑장,KOREA FREE WiFi,1899-9481,36.301225,126.915421
백마강오토캠핑장,KOREA FREE WiFi,1899-9481,36.301184,126.915289
백마강오토캠핑장,KOREA FREE WiFi,1899-9481,36.301208,126.915361
백마강오토캠핑장,KOREA FREE WiFi,1899-9481,36.301074,126.915449
백마강오토캠핑장,KOREA FREE WiFi,1899-9481,36.301078,126.915571
굿뜨래웰빙마을 글램핑,KOREA FREE WiFi,1899-9481,36.275506,126.930427
굿뜨래웰빙마을 글램핑,KOREA FREE WiFi,1899-9481,36.275855,126.930731
임천 대조사,KOREA FREE WiFi,1899-9481,36.190623,126.900387
무량사,KOREA FREE WiFi,1899-9481,36.316367,126.692321
무량사,KOREA FREE WiFi,1899-9481,36.316497,126.692539
홍산동헌,KOREA FREE WiFi,1899-9481,36.215057,126.755509
홍산동헌,KOREA FREE WiFi,1899-9481,36.215042,126.755441
서동요테마파크,KOREA FREE WiFi,1899-9481,36.145822,126.825501
서동요테마파크,KOREA FREE WiFi,1899-9481,36.145897,126.825311
서동요테마파크,KOREA FREE WiFi,1899-9481,36.145805,126.825297
신동엽문학관,KOREA FREE WiFi,1899-9481,36.277361,126.909448
우산119안전센터,Public wifi free,062-606-4723,35.174478,126.925934
일곡119안전센터,Public wifi free,062-606-4743,35.206341,126.897348
두암119안전센터,Public wifi free,062-606-4763,35.162374,126.936808
동림119안전센터,Public wifi free,062-606-4788,35.187961,126.8698285
말바우시장,Public wifi free,062-262-4082,35.1727978,126.9220359
각화동농산물도매시장(채소경매장),Public wifi free,062-613-5533,35.184364,126.9343873
동부시장,Public wifi free,062-410-6545,35.173867,126.916333
영락공원,Public wifi free,062-572-4384,35.2310092,126.9161306
요셉행복일터,Public wifi free,062-410-6355,35.22864647,126.888722
시청소년쉼터,Public wifi free,062-527-1318,35.159865,126.905121
가교행복빌라,Public wifi free,062-571-3362,35.2262648,126.8852053
오방장애인자립생활센터,Public wifi free,062-410-6357,35.1722981,126.932532
북구문화의집,Public wifi free,062-269-1420,35.18491724,126.9166864
청풍야영장,Public wifi free,062-266-2781,35.1720745,126.9653096
신바람장애인단기보호센터,Public wifi free,062-410-6355,35.186433,126.8651468
국민체력증진센터,Public wifi free,062-410-6365,35.169189,126.8990823
북구지역사회복지협의체,Public wifi free,062-524-8890,35.171856,126.912071
시민종합사회복지관,Public wifi free,062-571-4100,35.1973901,126.873162
동신지역자활센터,Public wifi free,062-576-6970,35.186959,126.904677
희망지역자활센터,Public wifi free,062-512-0773,35.17963764,126.8963686
탈무드지역아동센터,Public wifi free,062-410-6935,35.20007491,126.8718328
에덴지역아동센터,Public wifi free,062-410-6935,35.197451,126.871708
한마음지역아동센터,Public wifi free,062-410-6935,35.177782,126.862331
햇빛지역아동센터,Public wifi free,062-410-6935,35.21291706,126.8715359
청예단지역아동센터,Public wifi free,062-410-6935,35.2065782,126.8581171
큰꿈지역아동센터,Public wifi free,062-410-6935,35.187595,126.9195131
문수실내수영장1F 좌측복도,FREE_U+zone,070-8670-6294,35.5354044,129.2597677
문수야구장 1층,FREE_U+zone,070-8670-6294,35.5354044,129.2597677
문수야구장 2층,FREE_U+zone,070-8670-6294,35.5354044,129.2597677
문수야구장 3층,FREE_U+zone,070-8670-6294,35.5354044,129.2597677
뜨락공원,wanju Wifi free1/Wanju Wifi free2,063-290-2447,35.9908807,127.1062259
중앙공원,wanju Wifi free1/Wanju Wifi free2,063-290-2447,35.763753,127.206366
독산동 맛나는거리 3,PublicWiFi@Geumcheon,02-2627-1122,37.46895,126.901242
금하마을(도시재생) 1,PublicWiFi@Geumcheon,02-2627-1122,37.453335,126.891178
금하마을(도시재생) 2,PublicWiFi@Geumcheon,02-2627-1122,37.452327,126.892003
우시장(도시재생) 1,PublicWiFi@Geumcheon,02-2627-1122,37.468812,126.893726
우시장(도시재생) 2,PublicWiFi@Geumcheon,02-2627-1122,37.467688,126.894522
우시장(도시재생) 3,PublicWiFi@Geumcheon,02-2627-1122,37.468031,126.896197
우시장(도시재생) 4,PublicWiFi@Geumcheon,02-2627-1122,37.467998,126.897568
송현1·2동 주민센터,Public WiFi FREE,032-770-6305,37.4761311,126.6369907
만석동 주민센터,Public WiFi FREE,032-770-6305,37.4832144,126.6255928
송림1동 주민센터,Public WiFi FREE,032-770-6305,37.4762295,126.6402178
송림2동 주민센터,Public WiFi FREE,032-770-6305,37.4758001,126.6426732
송림4동 주민센터,Public WiFi FREE,032-770-6305,37.4781418,126.649905
송현3동 주민센터,Public WiFi FREE,032-770-6305,37.4822473,126.6426346
송현3동 주민센터 2층 다목적회의실,Public WiFi FREE,032-770-6305,37.4822473,126.6426346
송현3동 주민센터 별관2층 북카페,Public WiFi FREE,032-770-6305,37.4822473,126.6426346
핸인핸,Public WiFi FREE,032-770-6305,37.4826163,126.6641001
송림6동 주민센터,Public WiFi FREE,032-770-6305,37.4772874,126.6478424
송림6동 주민센터 별관,Public WiFi FREE,032-770-6305,37.4772874,126.6478424
송림6동 주민센터 본관,Public WiFi FREE,032-770-6305,37.4772874,126.6478424
인천산업유통사업협동조합 37동,Public WiFi FREE,032-770-6305,37.4870947,126.6528613
인천산업유통사업협동조합 편익B,Public WiFi FREE,032-770-6305,37.4859001,126.6550853
인천산업유통사업협동조합 헬스장,Public WiFi FREE,032-770-6305,37.4859001,126.6550853
도원수영장관람석(우),Public WiFi Free,032-760-7102,37.465514,126.639372
내곡동주민센터,Public WiFi Free,033-640-5327,37.7389577,128.880946
도원수영장관람석(좌),Public WiFi Free,032-760-7102,37.465514,126.639372
도원체육관정문앞,Public WiFi Free,032-760-7102,37.466198,126.640728
계양구노인인력개발센터(구 계양등기소),Public WiFi Free,032-450-6784,37.53645461,126.736231
동양도서관,Public WiFi Free,032-450-6784,37.561896,126.757765
숭의2동행정복지센터,Public WiFi Free,032-880-4101,37.462907,126.649058
남동소래아트홀,Public WiFi Free,032-453-2303,37.387377,126.724795
남동국민체육센터,Public WiFi Free,032-453-2303,37.457905,126.736344
부평구청,Public WiFi Free,032-509-6175,37.507023,126.721923
인천여성의광장,Public WiFi Free,032-749-8882,37.412947,126.664998
연수구청,Public WiFi Free,032-749-8882,37.410156,126.678309
대강면사무소,Public WiFi Free,063-620-3939,35.347369,127.227755
대명1동행정복지센터,Public WiFi Free,053-664-2474,35.8423746,128.7243619
대명2동행정복지센터,Public WiFi Free,053-664-2474,35.8558089,128.5008392
대명3동행정복지센터,Public WiFi Free,053-664-2474,35.8361317,128.5394677
대명5동행정복지센터,Public WiFi Free,053-664-2474,35.8457718,128.505151
강북노인복지관,Public WiFi Free,053-665-2477,35.8534129,128.5251887
강북보건지소,Public WiFi Free,053-665-2477,35.8105822,128.5211776
강북장애인주간보호센터,Public WiFi Free,053-665-2477,35.8530407,128.5294985
검단동주민센터,Public WiFi Free,053-665-2477,35.814063,128.5274149
고성동 주민센터,Public WiFi Free,053-665-2477,35.8076078,128.5367641
관문동 주민센터,Public WiFi Free,053-665-2477,35.8226744,128.5481495
관문동주민센터(노곡분소),Public WiFi Free,053-665-2477,35.858059,128.531186
관음동 주민센터,Public WiFi Free,053-665-2477,35.8454987,128.5451614
관음시장,Public WiFi Free,053-665-2477,35.8534129,128.5251887
국우동 주민센터,Public WiFi Free,053-665-2477,35.8534129,128.5251887
노원동 주민센터,Public WiFi Free,053-665-2477,35.8483546,128.5131072
대구북구청,Public WiFi Free,053-665-2477,35.8204704,128.5533069
산격종합시장,Public WiFi Free,053-665-2477,35.8071988,128.5594488
상록뇌성마비복지관,Public WiFi Free,053-665-2477,35.8556984,128.5722139
서변중앙시장,Public WiFi Free,053-665-2477,35.853712,128.5554918
선린장애인주간보호센터,Public WiFi Free,053-665-2477,35.8510218,128.5422101
칠곡공설시장,Public WiFi Free,053-665-2477,35.855797,128.5398201
팔달신시장,Public WiFi Free,053-665-2477,35.8433981,128.5299636
시민문화여성회관성환분관,Public WiFi Free,041-521-5200,36.91253596,127.1366796
고남보건지소,PUBLIC WIFI,1544-0010,36.422533,126.403823
남면보건지소,PUBLIC WIFI,1544-0010,36.720288,126.297628
노인복지관,PUBLIC WIFI,1544-0010,36.765045,126.298017
드림지역아동센터,PUBLIC WIFI,1544-0010,36.751656,126.303113
민원실,PUBLIC WIFI,1544-0010,36.745561,126.297994
솔로몬지역아동센터,PUBLIC WIFI,1544-0010,36.6990114,126.199486
강릉성남시장,Public WiFi Free,033-640-5327,37.75344982,128.8992172
강릉시 보건소,Public WiFi Free,033-640-5327,37.74281029,128.8827502
이젠,Public WiFi Free,033-640-5327,37.7900353,128.9078771
청소년수련관,PUBLIC WIFI,1544-0010,36.756401,126.313342
문화체육센터,PUBLIC WIFI,1544-0010,36.753956,126.312342
태안읍사무소,PUBLIC WIFI,1544-0010,36.757673,126.296342
안면읍사무소,PUBLIC WIFI,1544-0010,36.520553,126.344504
보건의료원,PUBLIC WIFI,1544-0010,36.768644,126.323072
태안터미널(서부대기소),PUBLIC WIFI,1544-0010,36.754182,126.294351
여성회관,PUBLIC WIFI,1544-0010,36.746124,126.294329
고남면사무소,PUBLIC WIFI,1544-0010,36.420402,126.409062
남면사무소,PUBLIC WIFI,1544-0010,36.672063,126.297598
근흥면사무소,PUBLIC WIFI,1544-0010,36.713918,126.228006
소원면사무소,PUBLIC WIFI,1544-0010,36.762759,126.197287
원북면사무소,PUBLIC WIFI,1544-0010,36.823669,126.257174
이원면사무소,PUBLIC WIFI,1544-0010,36.869968,126.280494
서부시장,PUBLIC WIFI,1599-2365,36.753569,126.296245
근흥보건지소,PUBLIC WIFI,1599-2365,36.715471,126.230613
늘푸른지역아동센터 본관,PUBLIC WIFI,1599-2365,36.790884,126.335638
늘푸른지역아동센터 별관,PUBLIC WIFI,1599-2365,36.790867,126.335649
태안수화통역센터,PUBLIC WIFI,1599-2365,36.748538,126.301633
안면시장,PUBLIC WIFI,1599-2365,36.526936,126.343714
영항지역아동센터,PUBLIC WIFI,1599-2365,36.406104,126.423693
소원면주민자치센터,PUBLIC WIFI,1544-0010,36.713306,126.229792
태안터미널,PUBLIC WIFI,1599-2365,36.748152,126.303193
태안군보건의료원상례원,PUBLIC WIFI,1599-2365,36.752202,126.322928
영목여객선터미널,PUBLIC WIFI,1599-2365,36.399567,126.427007
오죽헌,Public WiFi Free,033-640-5327,37.77830977,128.8767136
강릉중앙시장,Public WiFi Free,033-640-5327,37.7540197,128.8986226
주문진 수산시장,Public WiFi Free,033-640-5327,37.89118362,128.8277651
강남동주민센터,Public WiFi Free,033-640-5327,37.7441767,128.9056102
교2동주민센터,Public WiFi Free,033-640-5327,37.7679325,128.892366
중앙동주민센터,Public WiFi Free,033-640-5327,37.75613343,128.8941256
포남2동주민센터,Public WiFi Free,033-640-5327,37.77281181,128.9133992
강동면사무소,Public WiFi Free,033-640-5327,37.72804037,128.9540027
구정면사무소,Public WiFi Free,033-640-5327,37.71814644,128.8797305
사천면사무소,Public WiFi Free,033-640-5327,37.8238282,128.848643
성산면사무소,Public WiFi Free,033-640-5327,37.71871998,128.8320963
연곡면사무소,Public WiFi Free,033-640-5327,37.859872,128.8367038
옥계면사무소,Public WiFi Free,033-640-5327,37.61266661,129.0379444
왕산면사무소,Public WiFi Free,033-640-5327,37.67270034,128.8376643
증산면,Public-wi-fi,054-420-6100,35.901777,128.035237
지례면,Public-wi-fi,054-420-6100,35.984808,128.026661
지례보건지소,Public-wi-fi,054-420-6100,35.984808,128.026661
지좌동주민센터,Public-wi-fi,054-420-6100,36.119732,128.144528
평화남산,Public-wi-fi,054-420-6100,36.125288,128.109504
황금동주민센터,Public-wi-fi,054-420-6100,36.110466,128.123395
산내들오토캠핑장,Public-wi-fi,054-420-6100,35.977966,128.011866
증산수도계곡 캠핑장,Public-wi-fi,054-420-6100,35.898874,128.02072
강변공원,Public-wi-fi,054-420-6100,36.128866,128.090522
조각공원,Public-wi-fi,054-420-6100,36.129933,128.115803
덕곡체육공원,Public-wi-fi,054-420-6100,36.120504,128.153502
안산공원1,Public-wi-fi,054-420-6100,36.121913,128.185937
교동연화지공원,Public-wi-fi,054-420-6100,36.137211,128.093167
직지문화공원,Public-wi-fi,054-420-6100,36.119668,128.012039
개령면,Public-wi-fi,054-420-6100,36.167275,128.187607
개령보건지소,Public-wi-fi,054-420-6100,36.167184,128.186619
구성면,Public-wi-fi,054-420-6100,36.032558,128.04773
김천노인복지회관,Public-wi-fi,054-420-6100,36.119294,128.119496
김천시보건소,Public-wi-fi,054-420-6100,36.139714,128.113306
김천시청 민원실,Public-wi-fi,054-420-6100,36.139714,128.113306
김천평화시장,Public-wi-fi,054-420-6100,36.123695,128.11292
김천황금시장,Public-wi-fi,054-420-6100,36.093803,128.121728
남면,Public-wi-fi,054-420-6100,36.107924,128.189529
남면보건지소,Public-wi-fi,054-420-6100,36.107092,128.187713
녹색미래과학관,Public-wi-fi,054-420-6100,36.72822,128.1151
농소면,Public-wi-fi,054-420-6100,36.105797,128.172746
농소보건지소,Public-wi-fi,054-420-6100,36.105797,128.172746
대한교통,Public-wi-fi,054-420-6100,36.123326,128.118131
대항면,Public-wi-fi,054-420-6100,36.124497,128.022154
봉산면,Public-wi-fi,054-420-6100,36.142307,128.061236
부곡동,Public-wi-fi,054-420-6100,36.124399,128.08932
부항면,Public-wi-fi,054-420-6100,35.990095,127.955298
부항보건지소,Public-wi-fi,054-420-6100,35.989385,127.958873
아포보건진료소,Public-wi-fi,054-420-6100,36.158803,128.260426
아포읍보건지소,Public-wi-fi,054-420-6100,36.159828,128.253082
어모면보건지소,Public-wi-fi,054-420-6100,36.180009,128.1173
율곡동 주민센터,Public-wi-fi,054-420-6100,36.116349,128.185129
자산동주민센터,Public-wi-fi,054-420-6100,36.122287,128.127802
장애복지관,Public-wi-fi,054-420-6100,36.132734,128.141433
조마면,Public-wi-fi,054-420-6100,36.034929,128.09903
조마보건지소,Public-wi-fi,054-420-6100,36.035928,128.099333
중앙보건지소,Public-wi-fi,054-420-6100,36.119294,128.119496
중앙시장,Public-wi-fi,054-420-6100,36.119052,128.124948
부산종합터미널,Public WiFi,051-888-4601,35.283751,129.094096
서1동 새마을금고,Public WiFi,051-888-4601,35.215665,129.1015453
서동고개,Public WiFi,051-888-4601,35.21693524,129.0958323
선경3차아파트,Public WiFi,051-888-4601,35.256878,129.091416
세웅병원후문,Public WiFi,051-888-4601,35.214272,129.103069
온천장지하철역,Public WiFi,051-888-4601,35.221974,129.086697
장전1치안센터,Public WiFi,051-888-4601,35.235683,129.087825
장전동어린이놀이터,Public WiFi,051-888-4601,35.238328,129.086333
장전중앙교회,Public WiFi,051-888-4601,35.235231,129.085973
장전지하철역,Public WiFi,051-888-4601,35.238339,129.088091
침례병원,Public WiFi,051-888-4601,35.266084,129.093012
침례병원,Public WiFi,051-888-4601,35.266118,129.092298
팔송,Public WiFi,051-888-4601,35.271868,129.092354
행림병원,Public WiFi,051-888-4601,35.254099,129.091719
행림병원,Public WiFi,051-888-4601,35.254244,129.090644
현대아파트,Public WiFi,051-888-4601,35.233198,129.085473
금정문화회관,Public WiFi,051-888-4601,35.245916,129.094477
영락공원,Public WiFi,051-888-4601,35.273654,129.104193
성주우체국,Public Wifi Free,054-930-6301,35.918495,128.2846222
성주시장,Public Wifi Free,054-930-6301,35.91741735,128.2785293
드림스타트,Public Wifi Free,054-930-6301,35.91967693,128.2933892
실로암육아원,Public Wifi Free,054-930-6301,35.81883205,128.1735297
청소년문화의집,Public Wifi Free,054-930-6301,35.91967693,128.2933892
"용인시장,시장약국 버스정류장(29-425)",G_PublicWiFi@yonginsi,031-324-2301,37.216873,127.213458
시청 용인대역(29-399),G_PublicWiFi@yonginsi,031-324-2301,37.250668,127.18433
"운동장,송담대역 버스정류장(29-429)",G_PublicWiFi@yonginsi,031-324-2301,37.216873,127.213458
"운동장,송담대역 버스정류장(29-430)",G_PublicWiFi@yonginsi,031-324-2301,37.216873,127.213458
청현마을.수원신갈 IC 버스정류장(29-104),G_PublicWiFi@yonginsi,031-324-2301,37.274013,127.082969
장생포해안도로7,namgu free wifi,052-226-5382,35.5039043,129.3824941
두실지하철역,Public WiFi,051-888-4601,35.258138,129.091631
두실지하철역,Public WiFi,051-888-4601,35.258215,129.091093
롯데마트,Public WiFi,051-888-4601,35.240377,129.092985
롯데마트,Public WiFi,051-888-4601,35.238591,129.092137
롯데캐슬입구,Public WiFi,051-888-4601,35.250885,129.086226
롯데캐슬입구,Public WiFi,051-888-4601,35.251349,129.087836
범어사입구,Public WiFi,051-888-4601,35.275758,129.089779
범어사입구,Public WiFi,051-888-4601,35.275431,129.090049
범어사지하철역,Public WiFi,051-888-4601,35.274076,129.092438
범어사지하철역,Public WiFi,051-888-4601,35.271682,129.093033
부곡2동,Public WiFi,051-888-4601,35.228327,129.090912
부곡대우아파트,Public WiFi,051-888-4601,35.233058,129.089976
부곡시장,Public WiFi,051-888-4601,35.226058,129.091662
부산대앞부산은행,Public WiFi,051-888-4601,35.230484,129.086624
부산대학교후문,Public WiFi,051-888-4601,35.228893,129.084131
부산대학정문,Public WiFi,051-888-4601,35.232255,129.087054
부산대학정문,Public WiFi,051-888-4601,35.231967,129.085029
부산산업보건센터,Public WiFi,051-888-4601,35.274982,129.092857
부산은행,Public WiFi,051-888-4601,35.214337,129.105827
튼싹근린공원,G_PublicWiFi@yonginsi,031-324-2301,37.277683,127.152259
반려동물 놀이터,G_PublicWiFi@yonginsi,031-324-2301,37.254067,127.095936
신정근린공원,G_PublicWiFi@yonginsi,031-324-2301,37.320187,127.094501
죽전체육공원,G_PublicWiFi@yonginsi,031-324-2301,37.3299949,127.113477
기흥역 버스정류장(29-262),G_PublicWiFi@yonginsi,031-324-2301,37.268422,127.130416
기흥역 버스정류장(26-269),G_PublicWiFi@yonginsi,031-324-2301,37.278382,127.116939
강남대역 버스정류장(29-307),G_PublicWiFi@yonginsi,031-324-2301,37.268422,127.130416
"용인시장,시장약국 버스정류장(29-428)",G_PublicWiFi@yonginsi,031-324-2301,37.216873,127.213458
무궁화공원,JUNGGU_FREE WIFI,052-290-4080,35.56513463,129.2668966
황방공원,JUNGGU_FREE WIFI,052-290-4080,35.58214764,129.3445292
산곡글향기도서관,,032-509-6174,37.506865,126.700245
샘터작은도서관,,032-509-6174,37.473818,126.707888
부평3동주민센터,,032-509-6173,37.485997,126.708277
부평6동주민센터,,032-509-6173,37.486415,126.724442
무안군보건소,Public Wifi Free,061-450-5323,34.99065851,126.482693
무안읍사무소,Public Wifi Free,061-450-5323,34.99052312,126.4763411
일로읍사무소,Public Wifi Free,061-450-5323,34.85141971,126.490271
삼향읍사무소,Public Wifi Free,061-450-5323,34.82333626,126.4418898
몽탄면사무소,Public Wifi Free,061-450-5323,34.9310107,126.5020813
청계면사무소,Public Wifi Free,061-450-5323,34.91091725,126.4291474
현경면사무소,Public Wifi Free,061-450-5323,35.02112145,126.4122627
망운면사무소,Public Wifi Free,061-450-5323,35.01272375,126.3945393
해제면사무소,Public Wifi Free,061-450-5323,35.11055786,126.2946625
운남면사무소,Public Wifi Free,061-450-5323,34.96249225,126.3431855
남악복합주민센터,Public Wifi Free,061-450-5323,34.80941832,126.4609999
일로보건지소,Public Wifi Free,061-450-5323,34.85095027,126.4900989
삼향보건지소,Public Wifi Free,061-450-5323,34.82251156,126.4413183
몽탄보건지소,Public Wifi Free,061-450-5323,34.93022764,126.5027997
청계보건지소,Public Wifi Free,061-450-5323,34.91075776,126.4281988
현경보건지소,Public Wifi Free,061-450-5323,35.02112145,126.4122627
망운보건지소,Public Wifi Free,061-450-5323,35.01189837,126.3924287
문화예술회관,Mokpo FREE WiFi,061-270-3300,34.79223068,126.4189789
어민동산,Mokpo FREE WiFi,061-270-3300,34.7961354,126.3685318
외달도,Mokpo FREE WiFi,061-270-3300,34.78172619,126.296373
유달산조각공원,Mokpo FREE WiFi,061-270-3300,34.79436603,126.3737239
유달유원지,Mokpo FREE WiFi,061-270-3300,34.78772784,126.3673534
자연사 박물관,Mokpo FREE WiFi,061-270-3300,34.79440706,126.4199863
자연사 박물관,Mokpo FREE WiFi,061-270-3300,34.79372705,126.4210701
평화광장,Mokpo FREE WiFi,061-270-3300,34.79587183,126.4321964
무안생태갯벌센터,Muan FREE WiFi,061-450-5323,35.10276384,126.3339236
무안생태갯벌센터,Muan FREE WiFi,061-450-5323,35.1029804,126.3339411
무안생태갯벌센터,Muan FREE WiFi,061-450-5323,35.10227256,126.3329355
무안생태갯벌센터,Muan FREE WiFi,061-450-5323,35.10332241,126.331938
소쇄원,Damyang_Free_WIFI_2.4G,061-380-3189,35.18433849,127.012181
죽녹원,Damyang_Free_WIFI,061-380-3189,35.32534727,126.9866155
한국대나무박물관,Damyang_Free_WIFI,061-380-3189,35.30934319,126.9764123
갓바위 해상보행교,Mokpo FREE WiFi,061-270-3300,34.79358792,126.4263393
갓바위근린공원,Mokpo FREE WiFi,061-270-3300,34.7935519,126.4179921
노적봉,Mokpo FREE WiFi,061-270-3300,34.78880424,126.3811424
아산시립둔포도서관,Public WiFi Free,080-011-6000,36.926741,127.040787
온양1동주민센터,Public WiFi Free,080-011-6000,36.787098,126.999496
온양2동주민센터,Public WiFi Free,080-011-6000,36.778364,127.003444
온양5동주민센터,Public WiFi Free,080-011-6000,36.775167,126.996049
시청앞 공원,Public WiFi Free,041-540-2690,36.789483,127.002635
외암민속마을(민속관),Public WiFi Free,041-540-2690,36.731279,127.013548
외암민속마을(저잣거리),Public WiFi Free,041-540-2690,36.725918,127.012941
은행나무길(문화재단앞보강),Public WiFi Free,041-540-2690,36.800358,127.018893
시민체육관,Public WiFi Free,041-540-2690,36.778566,126.984728
이순신빙상장,Public WiFi Free,041-540-2690,36.773299,127.017405
이순신종합운동장,Public WiFi Free,041-540-2690,36.768145,127.021215
방축수영장,Public WiFi Free,041-540-2690,36.778566,126.984728
배방건강생활지원센터,Public WiFi Free,041-540-2690,36.793193,127.093915
신정호야외수영장(보강),Public WiFi Free,041-540-2690,36.773131,126.985881
신정호잔디광장(보강),Public WiFi Free,041-540-2690,36.773131,126.985881
롯데리아 온양점,Public WiFi Free,1544-8585,36.781925,127.003799
배방농협 장재지점,Public WiFi Free,080-011-6000,36.7958612,127.108732
전통시장 맛내는거리,Public WiFi Free,041-540-2690,36.782676,127.003575
전통시장 멋내는거리,Public WiFi Free,041-540-2690,36.782737,127.002091
카페베네온양역점,Public WiFi Free,1544-8585,36.781258,127.002954
아산시립둔포도서관,Dp Lib,041-530-6606,36.9263918,127.0387795
아산시립배방도서관,Bb Lib,041-530-6606,36.7739116,127.0556054
아산시중앙도서관,Asan Lib,041-530-6606,36.7681751,126.9998338
아산시립송곡도서관,Sg_Lib,041-530-6606,36.8002027,127.0120047
시민문화복지센터사거리,Public WiFi Free,041-540-2690,36.783533,127.004353
원주한지테마파크,Public WiFi Free,033-737-2571,37.33437178,127.9353924
우곤보건진료소,Public WiFi Free,041-746-5254,36.19765306,127.0000578
연산보건지소,Public WiFi Free,041-746-5254,36.21365065,127.2017084
연산면사무소,Public WiFi Free,041-746-5254,36.21336373,127.2008402
연무읍사무소,Public WiFi Free,041-746-5254,36.12512245,127.0990302
연무안심시장,Public WiFi Free,041-746-5254,36.13006534,127.0982543
연무보건지소,Public WiFi Free,041-746-5254,36.11312672,127.0974957
연무도서관,Public WiFi Free,041-746-5254,36.12620527,127.0973608
양촌보건지소,Public WiFi Free,041-746-5254,36.13854576,127.2326517
양촌면사무소,Public WiFi Free,041-746-5254,36.13854576,127.2326517
배미수영장,Public WiFi Free,041-540-2690,36.796478,126.976605
아산시립탕정온샘도서관,Public WiFi Free,041-540-2690,36.794424,127.054843
아산장영실과학관,Public WiFi Free,080-011-6000,36.786252,126.996259
청소년문화센터,Public WiFi Free,080-011-6000,36.794453,127.004305
미래한국병원,Public WiFi Free,1544-8585,36.783128,127.016209
삼성전자서비스(주)아산,Public WiFi Free,1544-8585,36.7860044,127.016936
아산조종면허시험장,Public WiFi Free,1588-9010,36.775673,126.980321
행복신협,Public WiFi Free,1588-9010,36.927098,127.037639
아산시근로자복지회관,Public WiFi Free,080-011-6000,36.781922,126.995398
아산도서관,Public WiFi Free,080-011-6000,36.789626,126.992015
칠봉유원지,Public WiFi Free,033-737-2571,37.43083972,127.8915028
대치2-204(C4),PublicWiFi@Seoul,02-3423-5342,37.4928787,127.0661019
대치2-206(C4),Gangnam_WIFI,02-3423-5342,37.4928787,127.0661019
대치2-207(C4),Gangnam_WIFI,02-3423-5342,37.496188,127.069802
대치2-228(C3),Gangnam_WIFI,02-3423-5342,37.499083,127.072313
대치2-232(C4),PublicWiFi@Seoul,02-3423-5342,37.4928787,127.0661019
운중공원,G_PublicWiFi@SeongNam,031-729-8522,37.390731,127.071698
성모의마을,,041-746-5254,36.28534351,127.1734771
성동보건지소,Public WiFi Free,041-746-5254,36.20385934,127.0339682
성동면사무소,Public WiFi Free,041-746-5254,36.20358188,127.0335812
선샤인랜드,korea free wifi,041-746-5254,36.10195162,127.1059974
새순지역아동센터,,041-746-5254,36.19487832,127.0868121
상월보건지소,Public WiFi Free,041-746-5254,36.29561259,127.1412686
상월면사무소,Public WiFi Free,041-746-5254,36.29561259,127.1412686
부창동사무소,Public WiFi Free,041-746-5254,36.19962569,127.0870486
부적보건지소,Public WiFi Free,041-746-5254,36.21541768,127.1279301
부적면사무소,Public WiFi Free,041-746-5254,36.21603426,127.1277798
벌곡보건지소,Public WiFi Free,041-746-5254,36.2059647,127.2648541
벌곡면사무소,Public WiFi Free,041-746-5254,36.2059647,127.2648541
백제군사박물관,korea free wifi,041-746-5254,36.19238928,127.1815881
문화예술회관,Public WiFi Free,041-746-5254,36.19095355,127.0951417
득윤보건진료소,,041-746-5254,36.23640075,127.0425524
은진면사무소,Public WiFi Free,041-746-5254,36.16732085,127.1072946
청양군백세공원,Korea WiFi Free,041-940-2203,36.443182,126.799654
목재문화자연사체험관,Korea WiFi Free,041-940-2203,36.438965,126.850146
칠갑산천문대,Korea WiFi Free,041-940-2203,36.433546,126.889879
백제문화체험박물관,Korea WiFi Free,041-940-2203,36.40506769,126.8452938
고추문화마을,Public WiFi Free,041-940-2203,36.440759,126.779363
청양군문화예술회관,Public WiFi Free,041-940-2203,36.455628,126.800954
청양군문화체육센터,Public WiFi Free,041-940-2203,36.451507,126.801157
정산도서관,Public WiFi Free,041-940-2203,36.412778,126.95184
군민체육관,Public WiFi Free,041-940-2203,36.453688,126.794596
정산전통시장,Public WiFi Free,041-940-2203,36.411114,126.947944
칠갑산자연휴양림,Public WiFi Free,041-940-2203,36.431286,126.842152
칠갑산오토캠핑장,Public WiFi Free,041-940-2203,36.395734,126.863183
